series_id,timestep,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,label
0,472,-0.520782,-1.752199,-0.458174,0.466866,-1.822529,-0.639578,-0.599395,-0.690714,0.010813,0.678501,-0.761811,-0.298878,-0.623742,-1.335085,-0.304998,0.622112,-1.341663,-0.534913,-0.444969,-1.42914,-0.506288,0.652226,-1.515566,-0.582302,2.0
0,473,-0.519242,-1.768994,-0.470962,0.471926,-1.826281,-0.63768,-0.602732,-0.694772,0.01173,0.681625,-0.766309,-0.298611,-0.62511,-1.346236,-0.307955,0.62577,-1.348944,-0.535542,-0.447344,-1.459398,-0.517871,0.627013,-1.551936,-0.613331,2.0
0,474,-0.516733,-1.769106,-0.462719,0.492806,-1.854951,-0.646156,-0.598999,-0.694588,0.008857,0.684252,-0.765935,-0.296577,-0.61982,-1.347629,-0.313046,0.632538,-1.347686,-0.533165,-0.443226,-1.467086,-0.524483,0.684824,-1.511012,-0.601566,2.0
0,475,-0.509313,-1.73547,-0.462097,0.612119,-1.8341,-0.640651,-0.590084,-0.682069,0.000674,0.681076,-0.747948,-0.284803,-0.61066,-1.319095,-0.307796,0.66295,-1.321328,-0.521377,-0.434987,-1.401812,-0.502017,0.713182,-1.493818,-0.669632,2.0
0,476,-0.50913,-1.746548,-0.458742,0.808464,-1.698808,-0.685575,-0.591644,-0.691169,-0.0096,0.72112,-0.73998,-0.271922,-0.610878,-1.329092,-0.311606,0.815104,-1.309549,-0.53792,-0.436606,-1.486012,-0.534794,0.819945,-1.474041,-0.784341,2.0
0,477,-0.510284,-1.756798,-0.455485,1.147123,-1.517461,-0.740423,-0.588491,-0.69968,-0.022023,0.775497,-0.712856,-0.266593,-0.605836,-1.335592,-0.320191,1.002227,-1.229074,-0.555736,-0.431886,-1.500644,-0.534942,1.190852,-1.374882,-0.797013,2.0
0,478,-0.507186,-1.753507,-0.46024,1.444456,-1.31105,-0.720092,-0.583306,-0.704197,-0.031591,0.869498,-0.643135,-0.262266,-0.599421,-1.336696,-0.326653,1.237882,-1.064948,-0.552164,-0.429349,-1.435847,-0.517339,1.445765,-1.158903,-0.778278,2.0
0,479,-0.476364,-1.788041,-0.482003,1.833397,-0.878547,-0.66477,-0.578917,-0.718089,-0.046074,1.019329,-0.443268,-0.250569,-0.587247,-1.375788,-0.349155,1.502568,-0.720206,-0.498137,-0.415567,-1.468921,-0.535414,1.790742,-0.738711,-0.699162,2.0
0,480,-0.475894,-1.788331,-0.484285,1.996801,-0.512986,-0.582986,-0.576631,-0.725045,-0.053597,1.099781,-0.274937,-0.238115,-0.581088,-1.388401,-0.359969,1.644301,-0.427749,-0.449854,-0.411978,-1.473345,-0.539643,1.949961,-0.382828,-0.632867,2.0
0,481,-0.495879,-1.739353,-0.467277,2.069732,-0.116349,-0.489995,-0.573175,-0.732246,-0.059013,1.133132,-0.102987,-0.221686,-0.595049,-1.33019,-0.342715,1.705185,-0.149078,-0.387549,-0.412009,-1.443898,-0.530629,2.0256,0.00861,-0.493127,2.0
0,482,-0.490951,-1.693336,-0.468756,2.092395,0.268774,-0.440618,-0.554558,-0.745872,-0.070183,1.148127,0.01961,-0.206801,-0.585125,-1.28996,-0.331945,1.706152,0.113136,-0.340114,-0.411224,-1.406298,-0.507715,1.948374,0.304801,-0.452067,2.0
0,483,-0.47384,-1.722212,-0.471469,2.098766,0.494979,-0.409082,-0.546856,-0.754179,-0.07321,1.167855,0.141366,-0.193279,-0.567482,-1.327205,-0.346987,1.696931,0.331939,-0.314818,-0.397983,-1.432914,-0.519706,1.978207,0.591252,-0.401983,2.0
0,484,-0.469665,-1.740035,-0.471374,2.065581,0.679942,-0.384887,-0.536011,-0.765118,-0.07851,1.170253,0.221997,-0.190853,-0.556512,-1.338379,-0.351803,1.683269,0.45071,-0.290539,-0.387034,-1.436236,-0.518461,1.876955,0.700513,-0.37563,2.0
0,485,-0.455027,-1.735076,-0.481875,2.02439,0.745961,-0.349305,-0.519836,-0.772791,-0.084668,1.156009,0.262964,-0.18922,-0.544135,-1.33761,-0.353542,1.650571,0.522573,-0.276069,-0.371633,-1.440214,-0.519162,1.847058,0.798691,-0.35398,2.0
0,486,-0.443124,-1.735507,-0.473625,1.984856,0.797391,-0.35319,-0.504788,-0.779496,-0.087497,1.14088,0.278501,-0.190929,-0.53012,-1.344785,-0.35844,1.635816,0.531735,-0.28009,-0.3481,-1.4564,-0.531898,1.823741,0.790389,-0.369459,2.0
0,487,-0.43557,-1.726243,-0.477505,1.976363,0.773814,-0.366466,-0.492603,-0.768162,-0.086409,1.132237,0.283533,-0.195683,-0.519557,-1.339335,-0.359236,1.625169,0.533533,-0.284415,-0.347991,-1.44034,-0.522652,1.832893,0.812373,-0.392339,2.0
0,488,-0.451445,-1.689172,-0.481867,1.970981,0.795368,-0.364434,-0.485924,-0.761976,-0.084931,1.127307,0.28553,-0.199193,-0.513398,-1.329175,-0.354457,1.618223,0.534195,-0.288799,-0.36738,-1.442424,-0.511367,1.835052,0.809707,-0.377281,2.0
0,489,-0.47057,-1.63839,-0.491992,1.986986,0.74711,-0.370662,-0.483372,-0.766319,-0.085096,1.123535,0.284751,-0.201222,-0.511376,-1.326102,-0.35223,1.615628,0.529108,-0.29152,-0.371105,-1.412605,-0.50568,1.848714,0.814848,-0.404646,2.0
0,490,-0.358081,-1.817392,-0.536509,1.97105,0.765861,-0.378248,-0.482658,-0.768641,-0.085047,1.122608,0.28304,-0.202337,-0.498159,-1.368677,-0.368066,1.618386,0.51877,-0.295582,-0.322891,-1.53044,-0.586822,1.83482,0.769411,-0.402895,2.0
0,491,-0.444712,-1.731564,-0.487564,1.998607,0.719969,-0.407734,-0.49118,-0.777184,-0.083393,1.137547,0.280415,-0.20612,-0.513252,-1.352535,-0.357841,1.675675,0.519708,-0.306842,-0.338558,-1.447806,-0.543804,1.875582,0.746248,-0.418617,2.0
0,492,-0.462134,-1.577588,-0.499914,2.098861,0.567585,-0.449499,-0.494527,-0.782076,-0.084097,1.143645,0.24565,-0.21847,-0.518904,-1.350157,-0.357428,1.730304,0.49112,-0.33492,-0.370454,-1.361454,-0.481322,1.941883,0.679706,-0.427014,2.0
0,493,-0.478699,-1.588475,-0.501641,2.082066,0.452218,-0.43768,-0.501629,-0.786088,-0.082198,1.137845,0.193227,-0.225778,-0.526587,-1.359001,-0.357745,1.671756,0.352571,-0.353902,-0.382302,-1.343988,-0.465074,1.978226,0.569827,-0.472071,2.0
0,494,-0.466239,-1.75281,-0.48795,2.106884,0.404232,-0.453495,-0.504977,-0.78855,-0.08196,1.135191,0.127627,-0.236222,-0.530014,-1.364561,-0.35854,1.689824,0.195021,-0.375526,-0.370773,-1.49922,-0.532984,1.988483,0.406839,-0.532233,2.0
0,495,-0.461702,-1.768575,-0.486077,2.064589,0.044654,-0.494528,-0.506882,-0.789543,-0.081232,1.123341,0.034719,-0.258487,-0.532077,-1.369209,-0.359568,1.71476,0.029468,-0.415954,-0.363968,-1.496683,-0.54489,1.98005,0.164098,-0.576497,2.0
0,496,-0.465677,-1.765299,-0.483994,2.03456,-0.268796,-0.516038,-0.507632,-0.788741,-0.080994,1.122756,-0.085213,-0.285918,-0.533339,-1.371261,-0.360257,1.688737,-0.182619,-0.456645,-0.364004,-1.505697,-0.551307,1.9526,-0.097378,-0.624102,2.0
0,497,-0.468714,-1.76515,-0.484532,1.970675,-0.599459,-0.594953,-0.508675,-0.787549,-0.080562,1.08346,-0.208283,-0.299437,-0.534344,-1.370197,-0.360153,1.59546,-0.419602,-0.495133,-0.362567,-1.549968,-0.577919,1.900234,-0.399212,-0.681743,2.0
0,498,-0.455903,-1.772185,-0.48478,1.850784,-0.892891,-0.683419,-0.510451,-0.784913,-0.078928,1.024353,-0.331826,-0.304045,-0.535591,-1.373459,-0.360763,1.471599,-0.656832,-0.514225,-0.368365,-1.472472,-0.544496,1.718455,-0.703132,-0.746987,2.0
0,499,-0.43856,-1.745375,-0.482241,1.627121,-1.186176,-0.662834,-0.505257,-0.760536,-0.070829,0.993974,-0.463343,-0.305202,-0.529706,-1.347837,-0.352129,1.38402,-0.893577,-0.533197,-0.360653,-1.442154,-0.537276,1.562884,-1.007694,-0.762642,2.0
0,500,-0.442685,-1.751441,-0.488762,1.367258,-1.449687,-0.641104,-0.511993,-0.760877,-0.068014,0.922314,-0.563004,-0.298243,-0.535602,-1.35345,-0.351981,1.211943,-1.086936,-0.535579,-0.369703,-1.453033,-0.537118,1.320983,-1.230506,-0.772091,2.0
0,501,-0.447282,-1.758738,-0.489508,1.075537,-1.643684,-0.604506,-0.515269,-0.756328,-0.065289,0.838936,-0.659489,-0.29078,-0.539544,-1.352365,-0.349519,1.044903,-1.236902,-0.531424,-0.373718,-1.490245,-0.553463,1.075982,-1.405276,-0.780185,2.0
0,502,-0.443646,-1.74314,-0.480928,0.806497,-1.739213,-0.547033,-0.521867,-0.727449,-0.052806,0.760406,-0.692771,-0.269789,-0.541402,-1.348071,-0.344611,0.835746,-1.257171,-0.464823,-0.381159,-1.435003,-0.53365,0.809235,-1.465391,-0.785321,2.0
0,503,-0.460696,-1.729265,-0.474341,0.541739,-1.677385,-0.57008,-0.532734,-0.721154,-0.047161,0.707901,-0.716968,-0.273549,-0.554462,-1.328219,-0.337048,0.671264,-1.284107,-0.466046,-0.38995,-1.417469,-0.532916,0.46422,-1.411779,-0.648243,2.0
0,504,-0.468186,-1.729605,-0.478849,0.495446,-1.758921,-0.588155,-0.546659,-0.712282,-0.037395,0.686188,-0.714913,-0.27077,-0.564743,-1.328686,-0.334089,0.599819,-1.354275,-0.497524,-0.402162,-1.465588,-0.550128,0.440901,-1.475063,-0.676539,2.0
0,505,-0.477902,-1.730699,-0.473255,0.484685,-1.742564,-0.599337,-0.554051,-0.714296,-0.036876,0.679803,-0.718834,-0.27121,-0.573473,-1.326417,-0.331117,0.604524,-1.339198,-0.495771,-0.410145,-1.411997,-0.523475,0.427478,-1.447248,-0.673122,2.0
0,506,-0.4867,-1.720108,-0.466246,0.486486,-1.751735,-0.581078,-0.557286,-0.710212,-0.037104,0.67316,-0.715206,-0.270205,-0.579681,-1.314872,-0.32508,0.600023,-1.337399,-0.494444,-0.411793,-1.434383,-0.530948,0.426121,-1.450185,-0.666233,2.0
0,507,-0.48804,-1.720346,-0.459902,0.496238,-1.748023,-0.567094,-0.560672,-0.704946,-0.036161,0.669598,-0.713999,-0.268942,-0.5819,-1.313018,-0.322541,0.598304,-1.338413,-0.493389,-0.413116,-1.4177,-0.521832,0.441567,-1.495663,-0.668104,2.0
0,508,-0.487387,-1.719384,-0.457982,0.501367,-1.69099,-0.57008,-0.561218,-0.703297,-0.035365,0.667562,-0.712626,-0.267892,-0.582672,-1.310558,-0.320005,0.616568,-1.278221,-0.470842,-0.41427,-1.409957,-0.513185,0.427439,-1.400867,-0.643223,2.0
0,509,-0.488318,-1.733476,-0.462218,0.502717,-1.715712,-0.571789,-0.562755,-0.711912,-0.03622,0.671966,-0.721944,-0.27064,-0.583257,-1.326443,-0.323135,0.62129,-1.290515,-0.474202,-0.41487,-1.48224,-0.542206,0.426328,-1.401302,-0.646781,2.0
0,510,-0.475775,-1.798263,-0.463957,0.414463,-1.754899,-0.686905,-0.581654,-0.711949,0.048998,0.600899,-0.718267,-0.343648,-0.602716,-1.333872,-0.249776,0.545969,-1.293062,-0.590947,-0.635622,-1.561871,-0.25734,0.625947,-1.408776,-0.618542,6.0
0,511,-0.473421,-1.796906,-0.47651,0.413814,-1.754426,-0.687733,-0.581743,-0.711394,0.049286,0.600777,-0.718309,-0.34362,-0.602925,-1.333653,-0.250038,0.54585,-1.292942,-0.591032,-0.568671,-1.715616,-0.376058,0.626702,-1.408941,-0.61609,6.0
0,512,-0.476448,-1.796375,-0.466607,0.412571,-1.752922,-0.689951,-0.5814,-0.711233,0.049069,0.600335,-0.717919,-0.343546,-0.602985,-1.3329,-0.250279,0.545374,-1.292146,-0.591144,-0.664898,-1.464663,-0.237711,0.628641,-1.41331,-0.604072,6.0
0,513,-0.476389,-1.792997,-0.483207,0.413722,-1.754517,-0.68678,-0.581378,-0.711158,0.049386,0.601029,-0.718208,-0.343552,-0.600343,-1.352709,-0.255286,0.545859,-1.292597,-0.59144,-0.556287,-1.739595,-0.376355,0.628446,-1.420838,-0.598448,6.0
0,514,-0.478458,-1.794892,-0.461108,0.412164,-1.753102,-0.689444,-0.581333,-0.710839,0.049479,0.600483,-0.717989,-0.343407,-0.600578,-1.348216,-0.254202,0.545438,-1.292131,-0.59132,-0.647571,-1.515355,-0.258187,0.625474,-1.41218,-0.610527,6.0
0,515,-0.484422,-1.78829,-0.454249,0.412283,-1.753401,-0.686894,-0.581425,-0.710287,0.050391,0.600181,-0.717985,-0.343597,-0.600918,-1.34386,-0.253463,0.545184,-1.292001,-0.591539,-0.651846,-1.494361,-0.252659,0.624466,-1.41188,-0.611953,6.0
0,516,-0.485736,-1.791331,-0.45032,0.408878,-1.753271,-0.694344,-0.581562,-0.709522,0.051529,0.600098,-0.717952,-0.343553,-0.601143,-1.342051,-0.253114,0.545283,-1.292069,-0.591509,-0.65803,-1.483261,-0.24392,0.623988,-1.411911,-0.612349,6.0
0,517,-0.484121,-1.797945,-0.434039,0.410505,-1.753542,-0.693634,-0.581963,-0.709911,0.051944,0.600946,-0.71846,-0.343946,-0.601676,-1.341147,-0.253095,0.546207,-1.293081,-0.592303,-0.664909,-1.468358,-0.228542,0.623097,-1.412736,-0.617983,6.0
0,518,-0.48831,-1.791944,-0.442902,0.408597,-1.752947,-0.698882,-0.582128,-0.71,0.052166,0.601083,-0.718939,-0.344079,-0.602138,-1.339432,-0.253076,0.546137,-1.293769,-0.592675,-0.655709,-1.495784,-0.238039,0.623548,-1.413399,-0.615611,6.0
0,519,-0.486527,-1.792357,-0.447574,0.418615,-1.757662,-0.693291,-0.582431,-0.710814,0.052789,0.601965,-0.719539,-0.344355,-0.602594,-1.339952,-0.25344,0.546849,-1.294896,-0.593202,-0.655316,-1.501122,-0.238105,0.623804,-1.414694,-0.616801,6.0
0,520,-0.487702,-1.79758,-0.441889,0.41425,-1.755838,-0.693391,-0.582659,-0.713763,0.052238,0.601707,-0.719168,-0.344148,-0.603167,-1.339875,-0.253696,0.5463,-1.294374,-0.59305,-0.656753,-1.496068,-0.239749,0.623187,-1.414681,-0.615149,6.0
0,521,-0.489464,-1.794347,-0.442618,0.409335,-1.75085,-0.704014,-0.582719,-0.712645,0.05163,0.600952,-0.717791,-0.343631,-0.603594,-1.337999,-0.253742,0.545827,-1.292442,-0.592881,-0.660889,-1.481495,-0.247537,0.640784,-1.404371,-0.63094,6.0
0,522,-0.503347,-1.795408,-0.436925,0.498993,-1.73203,-0.753897,-0.585343,-0.711948,0.053411,0.606594,-0.720722,-0.342331,-0.613252,-1.337519,-0.262037,0.575178,-1.289596,-0.61096,-0.666194,-1.536897,-0.25914,0.662777,-1.367604,-0.728026,6.0
0,523,-0.648353,-1.70944,-0.481527,0.682272,-1.641623,-0.920057,-0.60543,-0.699878,0.054488,0.652535,-0.675338,-0.347689,-0.684352,-1.267573,-0.277803,0.727008,-1.199345,-0.727571,-0.538495,-1.469598,-0.323649,0.67683,-1.328946,-0.751545,6.0
0,524,-0.781116,-1.562657,-0.662432,0.879766,-1.433422,-1.226536,-0.691585,-0.651309,0.032351,0.743397,-0.619423,-0.418092,-0.796742,-1.150959,-0.347027,0.915126,-1.058683,-0.873361,-0.873955,-1.344802,-0.380622,0.917946,-1.325582,-1.059288,6.0
0,525,-0.911902,-1.394757,-0.856712,1.062678,-0.9691,-1.476342,-0.731191,-0.585669,0.004208,0.798766,-0.494264,-0.441992,-0.899808,-0.995922,-0.460204,1.042203,-0.749674,-0.974361,-0.942774,-1.190669,-0.697419,1.06004,-0.908069,-1.217349,6.0
0,526,-0.989508,-1.21321,-1.069352,1.228132,-0.365445,-1.587934,-0.779526,-0.479348,-0.1475,0.879146,-0.38041,-0.503169,-0.968217,-0.898637,-0.598174,1.133975,-0.397671,-1.093271,-0.9805,-1.047878,-0.766477,1.138903,-0.482501,-1.380238,6.0
0,527,-1.021792,-0.91507,-1.259381,1.241873,0.223739,-1.500809,-0.807316,-0.455147,-0.182296,0.910455,-0.222673,-0.594246,-0.993502,-0.684072,-0.763622,1.182189,-0.020959,-1.143438,-1.000162,-0.849718,-0.93771,1.172134,-0.008335,-1.4236,6.0
0,528,-0.919439,-0.479145,-1.399721,1.110636,0.925623,-1.089303,-0.834541,-0.381975,-0.279751,0.900219,-0.040555,-0.657431,-0.884012,-0.485776,-0.931515,1.07227,0.510683,-0.986753,-0.93186,-0.537482,-1.279201,1.076442,0.761448,-1.264382,6.0
0,529,-0.761328,-0.28052,-1.651575,0.977878,1.098095,-0.944625,-0.756349,-0.359162,-0.422493,0.858019,0.071218,-0.700642,-0.927321,-0.386858,-1.086872,0.996272,0.672535,-0.936066,-0.803698,-0.367654,-1.451036,0.98233,0.84414,-1.070016,6.0
0,530,-0.564445,-0.103436,-1.717694,0.86671,1.265834,-0.75746,-0.870149,-0.358027,-0.384043,0.797708,0.215002,-0.715703,-0.766347,-0.195195,-1.180517,0.846783,0.862148,-0.893509,-0.638266,-0.226153,-1.481694,0.868631,1.119135,-0.864337,6.0
0,531,-0.337224,0.030831,-1.659794,0.741713,1.469301,-0.392065,-0.747284,-0.232234,-0.720362,0.759273,0.307537,-0.72112,-0.555694,-0.041403,-1.401512,0.770434,1.227727,-0.573881,-0.443602,-0.123027,-1.49906,0.800948,1.330335,-0.649474,6.0
0,532,-0.000898,0.133838,-1.571821,0.572167,1.52836,-0.210365,-0.507153,-0.114466,-0.941372,0.709726,0.397568,-0.713928,-0.061619,0.104953,-1.527333,0.633948,1.319713,-0.405116,-0.149773,-0.055881,-1.443995,0.590487,1.450405,-0.45103,6.0
0,533,0.219803,0.040756,-1.331632,0.455414,1.11867,-0.274111,-0.234124,-0.101988,-0.653518,0.58793,0.193368,-0.778919,0.199844,0.019714,-1.132866,0.528491,0.836763,-0.545767,0.234936,-0.029211,-1.264262,0.581788,0.988925,-0.447748,6.0
0,534,0.516641,0.883233,-0.575686,0.422969,1.155349,-0.199225,-0.017655,0.001247,-0.648292,0.432192,0.1973,-0.837282,0.501681,0.560833,-0.735941,0.464207,0.851467,-0.532602,0.418823,0.715296,-0.715547,0.56966,1.059026,-0.347119,6.0
0,535,0.504687,1.041469,-0.343225,0.404141,1.120673,-0.219934,0.024742,-0.075692,-0.684821,0.435298,0.205812,-0.824168,0.471471,0.702063,-0.66287,0.425574,0.800524,-0.510006,0.39001,1.001364,-0.423676,0.539805,0.995591,-0.364367,6.0
0,536,0.46274,0.943532,-0.399505,0.157315,1.045564,-0.055663,0.042938,-0.085496,-0.676467,0.444484,0.189225,-0.823516,0.448951,0.611857,-0.674376,0.418474,0.959374,-0.356867,0.344286,0.778161,-0.518952,0.501466,0.988512,-0.359094,6.0
0,537,0.430683,0.93395,-0.471473,0.138548,1.01979,-0.108439,0.187112,-0.058936,-0.573437,0.434218,0.236211,-0.80255,0.444507,0.602214,-0.67601,0.397022,0.90009,-0.437292,0.328658,0.769044,-0.502869,0.45945,0.969057,-0.458926,6.0
0,538,0.396926,0.930262,-0.50402,0.110777,0.902302,-0.186657,0.194291,-0.042637,-0.571239,0.428243,0.229125,-0.802042,0.439867,0.604494,-0.672888,0.286763,0.821676,-0.528524,0.388119,0.827755,-0.628378,0.446228,0.958071,-0.49609,6.0
0,539,0.394145,0.926253,-0.492596,0.177182,0.998661,-0.13818,0.192154,-0.042224,-0.574348,0.421976,0.221217,-0.808148,0.434548,0.599008,-0.675247,0.420756,0.879177,-0.471939,0.316697,0.900601,-0.55613,0.402186,0.979765,-0.48975,6.0
0,540,0.445743,0.998061,-0.421172,0.317685,0.975852,-0.393389,0.188781,0.001373,-0.586292,0.429857,0.162859,-0.834433,0.362495,0.741163,-0.546521,0.2959,0.769794,-0.580662,0.314384,0.863493,-0.421296,0.446921,0.784943,-0.548054,6.0
0,541,0.424563,0.979596,-0.458272,0.33099,0.978386,-0.393959,0.18668,-0.004079,-0.588983,0.42822,0.161126,-0.835558,0.373108,0.711361,-0.591316,0.296597,0.769665,-0.582808,0.323499,0.795826,-0.481295,0.439451,0.822707,-0.535944,6.0
0,542,0.450153,0.986383,-0.455813,0.282875,1.035109,-0.289889,0.185457,0.042291,-0.595996,0.426181,0.160214,-0.836702,0.415323,0.686013,-0.708304,0.295964,0.769318,-0.58234,0.310655,0.857126,-0.488731,0.448251,0.946523,-0.488815,6.0
0,543,0.454931,1.002674,-0.4722,0.206326,1.061415,-0.169046,0.185476,0.05675,-0.597378,0.42871,0.234988,-0.801636,0.485288,0.668262,-0.725065,0.403311,0.991834,-0.434277,0.348146,0.774611,-0.580207,0.38849,1.035303,-0.48848,6.0
0,544,0.547141,0.560752,-0.568342,0.404962,0.946961,-0.076813,0.165302,-0.010723,-0.449832,0.587134,-0.031711,-0.922042,0.587475,0.449614,-0.628357,0.486151,0.651189,-0.42961,0.471251,0.512034,-0.625678,0.411791,0.910393,-0.341457,6.0
0,545,0.582795,0.848236,-0.530783,0.413929,1.128576,-0.237379,-0.180202,-0.070853,-0.673632,0.739056,0.086698,-0.832462,0.380829,0.553216,-0.45613,0.58036,0.815834,-0.403473,0.564888,0.687386,-0.418433,0.468943,1.035947,-0.491896,6.0
0,546,-0.249416,0.553142,-1.562023,0.63604,1.248608,-0.500228,-0.367678,0.008667,-0.758678,0.865841,0.095193,-0.75294,-0.25615,0.203586,-1.419051,0.770751,0.733621,-0.617175,-0.2619,0.388188,-1.448428,0.655982,1.097507,-0.743085,6.0
0,547,-0.636726,-0.082149,-1.41665,0.99396,1.130695,-0.803041,-0.85046,-0.362214,-0.637417,1.011802,-0.092994,-0.63451,-0.724236,-0.038806,-1.285779,1.012709,0.604771,-0.73201,-0.731299,-0.017619,-1.280435,1.035911,0.88143,-0.927948,6.0
0,548,-0.918407,-0.411461,-1.228521,1.379306,0.777357,-0.97484,-0.906647,-0.529752,0.044285,1.005236,-0.229858,-0.522052,-0.950796,-0.511077,-0.646701,1.207199,0.339794,-0.810297,-0.874128,-0.348769,-1.140729,1.306744,0.608967,-1.148942,6.0
0,549,-1.100504,-0.76841,-1.031839,1.560098,0.151821,-1.183085,-0.917863,-0.459812,-0.046729,0.936162,-0.492493,-0.396533,-1.019166,-0.642261,-0.679376,1.320747,-0.076724,-0.823584,-1.070674,-0.650383,-1.041606,1.230307,0.145837,-1.113965,6.0
0,550,-1.199328,-1.166315,-0.897538,1.645623,-0.459545,-1.086084,-0.894596,-0.466156,-0.022339,0.918019,-0.489467,-0.336184,-1.123525,-0.900044,-0.458563,1.381892,-0.494171,-0.787771,-1.123311,-0.93049,-0.83876,1.365614,-0.365116,-1.163625,6.0
0,551,-1.220314,-1.433738,-0.657195,1.605514,-1.089219,-1.035928,-0.823465,-0.562262,0.107659,0.88839,-0.552383,-0.300983,-1.074571,-1.022875,-0.294903,1.291245,-0.858283,-0.696605,-1.130966,-1.177633,-0.685645,1.384879,-0.877396,-1.093248,6.0
0,552,-1.13279,-1.608524,-0.424738,1.291774,-1.517559,-0.876672,-0.788408,-0.599551,0.09709,0.838823,-0.646922,-0.299594,-1.010309,-1.149974,-0.191766,1.121607,-1.11473,-0.619516,-1.05922,-1.371605,-0.510335,1.186141,-1.250722,-0.92754,6.0
0,553,-0.966805,-1.69637,-0.255119,0.926426,-1.6934,-0.661482,-0.70913,-0.641818,0.107468,0.757843,-0.701429,-0.286088,-0.882084,-1.206235,-0.10764,0.88157,-1.286776,-0.560478,-0.905436,-1.445017,-0.373881,0.880515,-1.477209,-0.805526,6.0
0,554,-0.533337,-1.78158,-0.261701,0.398347,-1.783664,-0.663879,-0.603532,-0.742181,0.117656,0.637334,-0.724442,-0.282513,-0.593922,-1.35382,-0.148685,0.537897,-1.377868,-0.525212,-0.468996,-1.531828,-0.394834,0.352123,-1.452065,-0.712466,6.0
0,555,-0.570188,-1.793531,-0.232698,0.478193,-1.748065,-0.56901,-0.591334,-0.738312,0.112761,0.620885,-0.730422,-0.27776,-0.603026,-1.360731,-0.142056,0.592259,-1.315765,-0.497514,-0.486134,-1.482403,-0.365803,0.386758,-1.441176,-0.657669,6.0
0,556,-0.554968,-1.773097,-0.243345,0.468562,-1.743282,-0.574525,-0.590637,-0.734366,0.110601,0.616951,-0.730091,-0.277452,-0.604441,-1.357999,-0.140631,0.588714,-1.313859,-0.497821,-0.481715,-1.475341,-0.366535,0.381024,-1.436718,-0.657744,6.0
0,557,-0.556321,-1.779319,-0.231413,0.468081,-1.740468,-0.576824,-0.589331,-0.728804,0.108391,0.611698,-0.730331,-0.278454,-0.60467,-1.355479,-0.141212,0.582434,-1.312594,-0.499782,-0.479206,-1.465751,-0.368821,0.375495,-1.428909,-0.656498,6.0
0,558,-0.546677,-1.772626,-0.243791,0.471089,-1.735784,-0.569165,-0.58951,-0.725242,0.106858,0.609783,-0.730404,-0.278885,-0.605015,-1.354362,-0.143033,0.58065,-1.311877,-0.500081,-0.480796,-1.468432,-0.368986,0.374478,-1.432017,-0.653283,6.0
0,559,-0.554891,-1.76197,-0.25155,0.467357,-1.730472,-0.571619,-0.590735,-0.722988,0.103663,0.607392,-0.731557,-0.279328,-0.606134,-1.352078,-0.147567,0.578064,-1.312066,-0.501361,-0.481314,-1.469027,-0.372188,0.373801,-1.418892,-0.650614,6.0
0,560,-0.546803,-1.774503,-0.258922,0.468985,-1.73299,-0.569916,-0.591328,-0.721924,0.101908,0.606982,-0.732887,-0.278892,-0.606349,-1.35375,-0.151277,0.577504,-1.313085,-0.501664,-0.479642,-1.460126,-0.372375,0.36902,-1.430566,-0.660178,6.0
0,561,-0.489753,-1.552931,-0.907814,0.632831,-1.615255,-0.63772,-0.764322,-0.450899,-0.079976,0.588484,-0.730616,-0.013982,-0.610917,-1.036482,-0.577443,0.659456,-1.235928,-0.379883,-0.635067,-1.505388,-0.846206,0.447123,-1.463239,-0.547992,1.0
0,562,-0.48607,-1.549656,-0.911305,0.633167,-1.617626,-0.637168,-0.76326,-0.450767,-0.080762,0.588437,-0.730755,-0.014206,-0.609945,-1.03609,-0.578297,0.659302,-1.23487,-0.378978,-0.633994,-1.507075,-0.845445,0.44868,-1.448528,-0.537522,1.0
0,563,-0.484529,-1.552057,-0.92587,0.637368,-1.623741,-0.644338,-0.764375,-0.452501,-0.083669,0.591168,-0.731663,-0.017597,-0.610197,-1.038823,-0.583215,0.662152,-1.236315,-0.382435,-0.633752,-1.508992,-0.853765,0.45151,-1.454275,-0.542974,1.0
0,564,-0.492771,-1.55821,-0.921268,0.640823,-1.618609,-0.651686,-0.763831,-0.454648,-0.087223,0.595125,-0.731757,-0.023328,-0.607995,-1.039992,-0.588784,0.665597,-1.234021,-0.386875,-0.648402,-1.462149,-0.831178,0.449512,-1.453884,-0.561309,1.0
0,565,-0.492031,-1.556,-0.928352,0.635858,-1.620681,-0.653233,-0.764855,-0.455247,-0.08914,0.594665,-0.732705,-0.024779,-0.609012,-1.041121,-0.591257,0.665444,-1.234375,-0.387906,-0.648701,-1.464203,-0.836261,0.449655,-1.46205,-0.569895,1.0
0,566,-0.493076,-1.560552,-0.928697,0.63401,-1.622442,-0.654332,-0.771226,-0.452276,-0.08982,0.594011,-0.733491,-0.023949,-0.612652,-1.039138,-0.591227,0.665353,-1.23515,-0.387474,-0.632859,-1.540078,-0.844045,0.44474,-1.487007,-0.593827,1.0
